Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,purchase information.Purchase_Category,purchase information.Purchase_Amount,purchase information.Frequency_of_Purchase,purchase information.Purchase_Channel,purchase information.Product_Rating,purchase information.Product_Rating word,purchase information.Return_Rate,purchase information.Return_Rate word,purchase information.Payment_Method,purchase information.Shipping_Preference,purchase information.Discount_Used,purchase information.Time_of_Purchase,purchasing behavior.Brand_Loyalty,purchasing behavior.Time_Spent_on_Product_Research(hours),purchasing behavior.Social_Media_Influence,purchasing behavior.Discount_Sensitivity,purchasing behavior.Engagement_with_Ads,purchasing behavior.Device_Used_for_Shopping,purchasing behavior.Time_to_Decision,Evaluation and satisfaction.Customer_Loyalty_Program_Member,Evaluation and satisfaction.Purchase_Intent,Evaluation and satisfaction.Customer_Satisfaction,Evaluation and satisfaction.Customer_Satisfaction word
34-016-7909,42,Male,High,Married,High School,Middle,Osorno,Beauty & Personal Care,276.08,4,Mixed,5,High,2,High Return,Credit Card,No Preference,FALSE,29/01/2024,4,0.3,High,Somewhat Sensitive,Low,Smartphone,10,TRUE,Need-based,10,Extremely Satisfied 
82-304-6495,19,Male,High,Married,Master's,High,Labo,Books,333.56,3,Mixed,5,High,2,High Return,Other,No Preference,TRUE,25/10/2024,4,1,Low,Not Sensitive,High,Smartphone,14,TRUE,Impulsive,2,Very Dissatisfied 
70-207-6999,36,Male,High,Divorced,High School,Middle,Dakingari,Groceries,129.82,12,Mixed,2,Low,2,High Return,Cash,Standard,FALSE,03/06/2024,1,0,High,Not Sensitive,High,Tablet,8,FALSE,Impulsive,1,Very Dissatisfied 
71-780-8195,26,Female,High,Widowed,Bachelor's,High,Selasari,Clothing,278.78,3,Mixed,2,Low,0,No Return,Credit Card,Standard,TRUE,14/06/2024,5,0,Medium,Not Sensitive,Low,Desktop,2,FALSE,Wants-based,1,Very Dissatisfied 
93-356-8589,35,Male,High,Married,Master's,High,Besko,Gardening & Outdoors,112.55,5,Store,4,Medium,2,High Return,Credit Card,Standard,TRUE,22/10/2024,1,2,None,Very Sensitive,Low,Desktop,2,FALSE,Planned,1,Very Dissatisfied 
92-142-9480,39,Female,High,Divorced,Master's,Middle,Aubergenville,Toys & Games,142.02,7,Store,5,High,1,Low Return,Cash,Standard,TRUE,09/07/2024,1,0,Low,Very Sensitive,Medium,Desktop,3,FALSE,Impulsive,9,Very Satisfied 
53-042-5685,44,Female,Middle,Widowed,Bachelor's,High,Sula,Packages,481.84,10,Store,4,Medium,1,Low Return,Cash,Express,FALSE,14/08/2024,1,2,High,Somewhat Sensitive,Medium,Tablet,9,FALSE,Wants-based,1,Very Dissatisfied 
83-670-9273,27,Male,High,Widowed,Master's,High,Al Khānkah,Baby Products,56.85,5,Online,1,Low,0,No Return,Cash,Standard,TRUE,16/11/2024,2,2,None,Very Sensitive,High,Smartphone,14,FALSE,Wants-based,1,Very Dissatisfied 
79-902-8144,26,Male,High,Single,Bachelor's,Middle,Rates,Books,373.01,5,Store,5,High,1,Low Return,PayPal,Express,FALSE,27/07/2024,5,1,Low,Somewhat Sensitive,Medium,Smartphone,8,TRUE,Impulsive,4,Somewhat Dissatisfied 
41-009-7879,27,Male,High,Married,High School,Middle,Anyang,Home Appliances,220.77,7,Online,2,Low,2,High Return,Debit Card,Standard,TRUE,15/04/2024,4,2,Low,Not Sensitive,None,Smartphone,11,TRUE,Need-based,1,Very Dissatisfied 
89-302-8461,37,Male,Middle,Single,Master's,Middle,Nymburk,Hotels,291.09,11,Online,2,Low,0,No Return,PayPal,No Preference,TRUE,06/10/2024,2,2,None,Somewhat Sensitive,High,Smartphone,1,FALSE,Need-based,9,Very Satisfied 
41-854-0707,21,Male,Middle,Widowed,Master's,Middle,Cibaregbeg,Animal Feed,408.51,9,Online,1,Low,0,No Return,Credit Card,Express,TRUE,26/05/2024,2,2,High,Very Sensitive,Medium,Smartphone,1,FALSE,Wants-based,7,Satisfied 
04-352-1558,36,Male,High,Single,Master's,Middle,Wang Yang,Furniture,103.4,9,Store,1,Low,1,Low Return,Debit Card,Standard,TRUE,04/11/2024,4,2,High,Not Sensitive,Medium,Smartphone,9,FALSE,Planned,9,Very Satisfied 
93-867-8303,21,Male,Middle,Single,Master's,High,Liangnong,Furniture,67.92,3,Store,3,Medium,1,Low Return,Cash,Express,FALSE,18/10/2024,1,0,Low,Not Sensitive,Low,Tablet,10,TRUE,Impulsive,8,Satisfied 
43-616-8365,29,Male,Middle,Single,Master's,High,Kandangan,Books,276.77,2,Mixed,1,Low,1,Low Return,Cash,No Preference,TRUE,03/03/2024,1,2,Low,Very Sensitive,High,Smartphone,4,TRUE,Wants-based,2,Very Dissatisfied 
71-876-9118,24,Male,Middle,Single,High School,Middle,Naranjal,Health Care,190.25,6,Mixed,2,Low,2,High Return,PayPal,Express,FALSE,03/06/2024,4,2,None,Very Sensitive,None,Tablet,13,FALSE,Planned,9,Very Satisfied 
18-263-0366,33,Female,Middle,Divorced,Bachelor's,Middle,Abiko,Animal Feed,203.49,7,Store,1,Low,1,Low Return,Cash,Express,FALSE,10/08/2024,4,2,Medium,Not Sensitive,High,Tablet,11,TRUE,Need-based,8,Satisfied 
25-502-1415,38,Male,High,Married,Master's,Middle,Longhuashan,Health Supplements,263.5,6,Mixed,2,Low,0,No Return,Debit Card,Standard,FALSE,18/11/2024,3,2,None,Not Sensitive,Low,Tablet,1,FALSE,Planned,8,Satisfied 
50-000-9588,47,Female,High,Divorced,Master's,High,Zhovkva,Arts & Crafts,247.3,2,Store,4,Medium,0,No Return,Credit Card,No Preference,TRUE,08/02/2024,4,2,Low,Very Sensitive,Medium,Desktop,11,TRUE,Wants-based,1,Very Dissatisfied 
32-338-5967,32,Male,Middle,Widowed,Bachelor's,High,Lebak,Toys & Games,50.71,12,Online,3,Medium,0,No Return,Debit Card,No Preference,TRUE,17/03/2024,4,0.3,None,Not Sensitive,Medium,Smartphone,8,TRUE,Wants-based,9,Very Satisfied 
94-212-7169,23,Male,High,Divorced,High School,High,Yonghe,Office Supplies,131.85,4,Mixed,4,Medium,1,Low Return,Debit Card,No Preference,TRUE,04/01/2024,5,2,Low,Somewhat Sensitive,Medium,Smartphone,6,FALSE,Need-based,5,Neutral 
00-265-0556,20,Male,Middle,Widowed,High School,Middle,Qiryat Yam,Beauty & Personal Care,459.39,6,Mixed,2,Low,2,High Return,Credit Card,No Preference,FALSE,29/09/2024,2,0.3,Low,Very Sensitive,High,Tablet,14,FALSE,Planned,4,Somewhat Dissatisfied 
76-397-3294,27,Female,High,Single,Master's,Middle,Pirané,Office Supplies,383.33,6,Online,4,Medium,1,Low Return,Credit Card,Standard,FALSE,05/08/2024,3,2,Medium,Very Sensitive,None,Smartphone,12,FALSE,Planned,3,Dissatisfied 
43-612-8079,47,Female,High,Divorced,High School,Middle,Colima,Toys & Games,212.08,8,Store,5,High,1,Low Return,Credit Card,Standard,FALSE,07/05/2024,5,2,Low,Very Sensitive,None,Tablet,13,FALSE,Need-based,9,Very Satisfied 
17-213-2834,34,Female,Middle,Single,High School,Middle,Marshintsy,Arts & Crafts,370.73,7,Online,2,Low,0,No Return,Debit Card,No Preference,FALSE,18/08/2024,3,1,High,Not Sensitive,High,Smartphone,7,TRUE,Need-based,9,Very Satisfied 
36-214-1586,41,Male,High,Widowed,High School,High,Halinów,Clothing,319.66,7,Mixed,2,Low,1,Low Return,Debit Card,Express,FALSE,18/02/2024,4,1,High,Not Sensitive,None,Desktop,3,FALSE,Wants-based,10,Extremely Satisfied 
32-414-1466,26,Female,High,Widowed,Master's,Middle,Hallsberg,Jewelry & Accessories,373.05,3,Store,4,Medium,1,Low Return,Cash,Standard,FALSE,14/03/2024,3,0.3,Low,Not Sensitive,Medium,Tablet,7,TRUE,Planned,10,Extremely Satisfied 
12-699-6543,49,Female,Middle,Widowed,Bachelor's,Middle,Celso Ramos,Sports & Outdoors,393.78,6,Online,4,Medium,0,No Return,Other,No Preference,TRUE,25/03/2024,3,1,Medium,Very Sensitive,Low,Tablet,14,FALSE,Need-based,5,Neutral 
83-427-3218,47,Female,Middle,Widowed,High School,Middle,White River,Clothing,245.04,4,Online,2,Low,2,High Return,Other,Standard,TRUE,03/12/2024,3,0,High,Not Sensitive,High,Tablet,10,TRUE,Need-based,6,Somewhat Satisfied 
61-663-9008,18,Female,Middle,Married,Master's,Middle,Taishihe,Beauty & Personal Care,111.27,3,Online,3,Medium,2,High Return,PayPal,No Preference,FALSE,13/05/2024,1,1,High,Very Sensitive,None,Smartphone,12,FALSE,Impulsive,10,Extremely Satisfied 
86-917-7481,48,Female,Middle,Widowed,Master's,High,Shanghu,Baby Products,93.29,11,Online,2,Low,0,No Return,Other,No Preference,TRUE,25/07/2024,2,0,High,Very Sensitive,Low,Tablet,9,FALSE,Impulsive,7,Satisfied 
66-086-2306,19,Female,Middle,Single,Bachelor's,Middle,Brandsen,Hotels,156.5,5,Mixed,1,Low,0,No Return,Other,Standard,TRUE,10/01/2024,1,1,High,Very Sensitive,High,Desktop,14,FALSE,Wants-based,3,Dissatisfied 
43-671-9834,39,Male,Middle,Divorced,High School,High,Ranot,Packages,290.11,8,Mixed,4,Medium,1,Low Return,PayPal,No Preference,FALSE,30/10/2024,4,1,Medium,Very Sensitive,Medium,Smartphone,14,FALSE,Impulsive,4,Somewhat Dissatisfied 
90-888-8726,48,Female,High,Divorced,Master's,Middle,Saint-Jouan-des-Guérets,Software & Apps,355.28,3,Mixed,5,High,1,Low Return,Credit Card,No Preference,TRUE,17/09/2024,5,0,Low,Very Sensitive,Low,Smartphone,5,TRUE,Planned,4,Somewhat Dissatisfied 
85-192-9218,31,Female,High,Divorced,Bachelor's,High,Kisovec,Sports & Outdoors,170.35,10,Store,1,Low,1,Low Return,Cash,Standard,TRUE,03/06/2024,2,1,Medium,Very Sensitive,Low,Desktop,1,TRUE,Need-based,10,Extremely Satisfied 
82-671-7236,28,Female,Middle,Divorced,Bachelor's,High,Ābdānān,Home Appliances,123.7,6,Online,5,High,1,Low Return,Other,Express,FALSE,28/07/2024,2,0,High,Very Sensitive,None,Smartphone,2,FALSE,Impulsive,5,Neutral 
48-825-0400,38,Female,Middle,Single,Master's,High,Sävedalen,Gardening & Outdoors,201.6,9,Store,4,Medium,1,Low Return,PayPal,Express,FALSE,24/10/2024,1,2,Medium,Very Sensitive,High,Smartphone,14,FALSE,Impulsive,4,Somewhat Dissatisfied 
30-133-5120,30,Female,Middle,Widowed,Bachelor's,Middle,Brikcha,Furniture,116.14,11,Mixed,4,Medium,0,No Return,Credit Card,Express,FALSE,01/04/2024,1,1,High,Somewhat Sensitive,Medium,Desktop,14,TRUE,Wants-based,8,Satisfied 
29-827-8515,40,Female,High,Widowed,Bachelor's,High,Xidianzi,Jewelry & Accessories,483.38,9,Online,1,Low,2,High Return,Other,Standard,FALSE,09/06/2024,2,0,High,Somewhat Sensitive,High,Desktop,8,TRUE,Need-based,3,Dissatisfied 
91-724-4633,45,Male,Middle,Married,High School,High,La Unión,Health Supplements,418.62,9,Store,2,Low,0,No Return,Other,Standard,TRUE,14/11/2024,1,0,Low,Not Sensitive,None,Smartphone,11,FALSE,Need-based,9,Very Satisfied 
10-328-5732,44,Female,High,Single,High School,Middle,Kliteh,Books,139.83,12,Online,4,Medium,0,No Return,Cash,Express,FALSE,08/10/2024,2,2,None,Not Sensitive,None,Tablet,10,FALSE,Impulsive,1,Very Dissatisfied 
38-912-1128,38,Female,Middle,Widowed,High School,Middle,Béja,Arts & Crafts,54.17,4,Mixed,5,High,2,High Return,Credit Card,No Preference,FALSE,11/01/2024,4,0,Medium,Somewhat Sensitive,Medium,Desktop,7,TRUE,Planned,2,Very Dissatisfied 
19-885-2597,42,Male,High,Widowed,Master's,Middle,La Montañita,Jewelry & Accessories,437.59,10,Store,4,Medium,0,No Return,Credit Card,Express,TRUE,26/02/2024,1,0,None,Very Sensitive,High,Tablet,9,TRUE,Impulsive,4,Somewhat Dissatisfied 
82-389-2029,28,Male,High,Widowed,High School,High,Sarishābāri,Hotels,113.57,5,Online,4,Medium,1,Low Return,Cash,Standard,FALSE,01/11/2024,4,2,Medium,Very Sensitive,High,Tablet,8,TRUE,Wants-based,1,Very Dissatisfied 
91-572-6135,45,Female,Middle,Widowed,Bachelor's,Middle,Chabařovice,Food & Beverages,339.12,2,Store,4,Medium,0,No Return,PayPal,No Preference,FALSE,08/01/2024,4,0,Medium,Not Sensitive,Low,Smartphone,1,FALSE,Impulsive,5,Neutral 
78-826-3039,27,Female,High,Single,Master's,High,Vidual,Furniture,68.02,10,Online,2,Low,1,Low Return,Credit Card,Express,TRUE,01/11/2024,3,1,None,Very Sensitive,None,Tablet,6,TRUE,Need-based,6,Somewhat Satisfied 
86-668-1045,20,Male,High,Single,High School,Middle,Paris 17,Toys & Games,199.44,7,Online,1,Low,0,No Return,Cash,Standard,FALSE,14/07/2024,2,2,None,Very Sensitive,None,Tablet,1,TRUE,Need-based,3,Dissatisfied 
14-603-9698,40,Male,High,Married,High School,High,Hultsfred,Sports & Outdoors,250.73,4,Online,2,Low,1,Low Return,Cash,No Preference,FALSE,24/04/2024,3,1,Low,Somewhat Sensitive,None,Desktop,10,TRUE,Planned,10,Extremely Satisfied 
23-752-2213,36,Male,Middle,Widowed,Master's,Middle,Níkaia,Clothing,372.49,12,Online,3,Medium,0,No Return,Debit Card,No Preference,TRUE,22/08/2024,4,0,High,Very Sensitive,Medium,Desktop,7,FALSE,Planned,5,Neutral 
71-486-8561,43,Male,High,Widowed,High School,Middle,Macayug,Books,186.85,2,Online,1,Low,2,High Return,Other,Express,TRUE,20/02/2024,3,2,High,Not Sensitive,Low,Smartphone,12,FALSE,Impulsive,8,Satisfied 
76-382-7162,26,Male,High,Single,High School,Middle,Mahanoro,Sports & Outdoors,73.32,10,Store,1,Low,1,Low Return,Debit Card,Standard,TRUE,27/01/2024,5,1,None,Not Sensitive,Medium,Smartphone,14,FALSE,Wants-based,1,Very Dissatisfied 
28-947-4295,29,Male,Middle,Widowed,Bachelor's,High,Mozdok,Clothing,214.59,6,Online,1,Low,1,Low Return,Other,Standard,TRUE,09/02/2024,1,0,None,Somewhat Sensitive,Low,Tablet,9,FALSE,Wants-based,8,Satisfied 
84-765-0748,34,Female,Middle,Widowed,High School,High,Hoolt,Furniture,467.32,12,Store,4,Medium,2,High Return,PayPal,No Preference,FALSE,28/01/2024,4,2,Medium,Somewhat Sensitive,Low,Smartphone,11,TRUE,Need-based,4,Somewhat Dissatisfied 
54-207-8349,40,Male,High,Single,Bachelor's,Middle,San Luis,Travel & Leisure Flights,475.65,4,Store,5,High,2,High Return,PayPal,Express,TRUE,23/06/2024,4,0,High,Somewhat Sensitive,Low,Smartphone,14,TRUE,Wants-based,6,Somewhat Satisfied 
20-419-0341,42,Female,High,Married,Bachelor's,Middle,Pergan,Animal Feed,161.38,11,Mixed,3,Medium,1,Low Return,Debit Card,Standard,TRUE,20/08/2024,5,0,None,Very Sensitive,High,Tablet,10,TRUE,Impulsive,10,Extremely Satisfied 
52-005-9914,28,Male,High,Married,Bachelor's,High,Kanoni,Baby Products,249.78,4,Store,4,Medium,0,No Return,PayPal,No Preference,FALSE,24/11/2024,5,0,Low,Very Sensitive,None,Desktop,11,FALSE,Wants-based,1,Very Dissatisfied 
34-846-7805,49,Female,High,Single,Bachelor's,High,Gromadka,Clothing,149.88,9,Mixed,2,Low,1,Low Return,Debit Card,Standard,FALSE,19/04/2024,3,0,Low,Somewhat Sensitive,Low,Smartphone,4,FALSE,Impulsive,10,Extremely Satisfied 
26-596-5461,46,Female,High,Single,Master's,Middle,Payapa,Jewelry & Accessories,347.09,5,Store,2,Low,2,High Return,Other,No Preference,FALSE,26/01/2024,5,0,Medium,Somewhat Sensitive,None,Smartphone,7,FALSE,Planned,1,Very Dissatisfied 
20-157-8631,44,Female,High,Divorced,Master's,High,Rat Burana,Health Care,345.49,9,Mixed,1,Low,0,No Return,PayPal,Express,TRUE,06/09/2024,3,2,High,Not Sensitive,Medium,Tablet,3,FALSE,Impulsive,10,Extremely Satisfied 
91-199-9097,29,Female,High,Married,High School,Middle,Trhové Sviny,Health Care,297.24,2,Mixed,4,Medium,0,No Return,PayPal,Express,TRUE,29/06/2024,1,0,Medium,Not Sensitive,High,Desktop,7,TRUE,Planned,9,Very Satisfied 
55-846-2579,47,Female,Middle,Divorced,Bachelor's,High,Kiev,Home Appliances,494.34,12,Online,3,Medium,1,Low Return,Debit Card,Express,FALSE,03/03/2024,5,0.25,High,Very Sensitive,Low,Desktop,3,FALSE,Wants-based,8,Satisfied 
41-501-9276,24,Male,High,Married,Bachelor's,High,Monchegorsk,Books,407.88,4,Store,3,Medium,1,Low Return,Cash,Standard,FALSE,11/11/2024,1,1,None,Very Sensitive,Medium,Tablet,14,FALSE,Planned,10,Extremely Satisfied 
99-509-4653,36,Male,High,Widowed,Master's,High,Olavarría,Books,448.68,8,Store,4,Medium,1,Low Return,Debit Card,Express,TRUE,25/05/2024,4,2,High,Somewhat Sensitive,Medium,Tablet,8,FALSE,Wants-based,3,Dissatisfied 
31-284-5722,36,Female,High,Single,Bachelor's,High,Jianshan,Electronics,255.96,7,Online,1,Low,0,No Return,Cash,No Preference,FALSE,23/12/2024,5,1,High,Very Sensitive,None,Tablet,13,FALSE,Need-based,10,Extremely Satisfied 
88-000-9227,49,Male,Middle,Divorced,Bachelor's,Middle,Shreveport,Luxury Goods,146.07,7,Store,2,Low,1,Low Return,Credit Card,Standard,TRUE,07/07/2024,4,1,Low,Very Sensitive,None,Tablet,1,TRUE,Need-based,6,Somewhat Satisfied 
60-198-5417,27,Female,High,Single,Bachelor's,High,Celso Ramos,Health Supplements,311.9,4,Store,4,Medium,0,No Return,Credit Card,No Preference,FALSE,30/12/2024,2,2,Low,Very Sensitive,High,Smartphone,2,TRUE,Planned,6,Somewhat Satisfied 
00-107-4749,36,Female,Middle,Single,Master's,Middle,Merlo,Gardening & Outdoors,301.6,4,Mixed,5,High,2,High Return,Credit Card,Standard,FALSE,11/03/2024,4,1,Low,Not Sensitive,High,Desktop,13,FALSE,Impulsive,10,Extremely Satisfied 
79-973-7862,47,Male,Middle,Married,Master's,Middle,Mount Ayliff,Health Supplements,239.46,3,Mixed,1,Low,2,High Return,Other,Standard,TRUE,04/08/2024,3,0,Low,Not Sensitive,High,Desktop,7,TRUE,Planned,8,Satisfied 
81-814-3498,32,Female,Middle,Single,High School,Middle,Pīrgaaj,Gardening & Outdoors,240.82,10,Mixed,3,Medium,0,No Return,PayPal,No Preference,TRUE,02/01/2024,1,2,High,Somewhat Sensitive,Medium,Tablet,8,FALSE,Planned,3,Dissatisfied 
34-375-8138,48,Female,Middle,Married,Bachelor's,Middle,Zbraslavice,Sports & Outdoors,302.07,6,Mixed,5,High,2,High Return,Other,Express,TRUE,09/04/2024,1,1,Medium,Not Sensitive,Medium,Desktop,13,FALSE,Planned,5,Neutral 
61-951-7929,32,Male,Middle,Divorced,High School,High,Bamut,Software & Apps,367.99,2,Online,5,High,2,High Return,Debit Card,Express,FALSE,15/10/2024,2,1,None,Not Sensitive,High,Smartphone,8,FALSE,Planned,2,Very Dissatisfied 
53-667-0793,25,Female,High,Widowed,High School,High,La Tour-du-Pin,Groceries,359.75,7,Store,1,Low,1,Low Return,Other,Standard,FALSE,23/01/2024,5,1,High,Not Sensitive,Low,Tablet,3,FALSE,Wants-based,6,Somewhat Satisfied 
61-212-1117,42,Female,Middle,Divorced,Bachelor's,Middle,Pader Palwo,Packages,204.44,2,Mixed,3,Medium,1,Low Return,Debit Card,Standard,FALSE,01/12/2024,5,2,None,Somewhat Sensitive,High,Desktop,13,TRUE,Impulsive,3,Dissatisfied 
09-443-7536,37,Male,High,Single,Bachelor's,High,Maurisu,Gardening & Outdoors,228.93,7,Online,1,Low,2,High Return,PayPal,Express,TRUE,19/02/2024,1,2,Low,Not Sensitive,Medium,Desktop,11,TRUE,Impulsive,2,Very Dissatisfied 
53-380-3968,43,Female,High,Widowed,Bachelor's,High,Qingyun,Office Supplies,355.31,11,Online,1,Low,1,Low Return,Debit Card,Express,FALSE,19/08/2024,1,0,High,Not Sensitive,Medium,Desktop,12,TRUE,Impulsive,2,Very Dissatisfied 
42-969-0735,29,Male,High,Divorced,Bachelor's,Middle,Jiuxian,Animal Feed,334.67,12,Store,1,Low,2,High Return,Debit Card,Standard,TRUE,18/11/2024,2,2,None,Somewhat Sensitive,None,Tablet,13,FALSE,Need-based,5,Neutral 
12-440-5464,28,Male,Middle,Divorced,Master's,Middle,Ndungu,Books,182.72,5,Online,1,Low,1,Low Return,Other,No Preference,FALSE,04/06/2024,2,2,High,Very Sensitive,None,Desktop,13,FALSE,Impulsive,7,Satisfied 
33-467-2534,43,Male,Middle,Widowed,Master's,High,Emiliano Zapata,Jewelry & Accessories,260.22,11,Store,3,Medium,2,High Return,Credit Card,Express,FALSE,20/11/2024,4,0,None,Not Sensitive,High,Desktop,13,TRUE,Need-based,5,Neutral 
35-418-0288,48,Female,High,Divorced,High School,Middle,Spasskoye,Food & Beverages,454.93,8,Online,5,High,2,High Return,Debit Card,No Preference,FALSE,21/04/2024,3,0,Low,Somewhat Sensitive,Medium,Desktop,11,FALSE,Wants-based,7,Satisfied 
33-787-2143,26,Male,Middle,Married,High School,High,Gierłoż,Beauty & Personal Care,325.42,11,Store,4,Medium,1,Low Return,Other,Express,TRUE,20/10/2024,2,2,Low,Not Sensitive,High,Desktop,7,FALSE,Impulsive,1,Very Dissatisfied 
58-528-6262,42,Female,Middle,Married,Master's,High,Sobue,Jewelry & Accessories,351.36,2,Store,3,Medium,2,High Return,Other,Standard,FALSE,09/02/2024,5,2,High,Very Sensitive,None,Desktop,7,TRUE,Need-based,6,Somewhat Satisfied 
31-060-2716,27,Male,Middle,Divorced,Bachelor's,Middle,High Point,Baby Products,333.63,8,Mixed,5,High,2,High Return,Other,Express,FALSE,05/12/2024,4,2,None,Very Sensitive,High,Smartphone,14,FALSE,Need-based,2,Very Dissatisfied 
81-515-5823,40,Female,Middle,Married,Master's,Middle,Qiankeng,Beauty & Personal Care,469.9,4,Mixed,5,High,1,Low Return,Cash,No Preference,FALSE,28/06/2024,2,1,Low,Not Sensitive,None,Desktop,7,FALSE,Planned,7,Satisfied 
90-858-0453,23,Male,Middle,Widowed,High School,High,Pandean,Mobile Accessories,207.52,4,Store,4,Medium,1,Low Return,Debit Card,No Preference,FALSE,06/08/2024,3,1,Low,Not Sensitive,High,Desktop,2,FALSE,Impulsive,8,Satisfied 
28-874-8938,46,Male,High,Married,High School,High,Phong Điền,Toys & Games,125.89,7,Store,3,Medium,1,Low Return,Debit Card,No Preference,FALSE,22/11/2024,3,2,Low,Not Sensitive,Medium,Desktop,13,FALSE,Wants-based,6,Somewhat Satisfied 
89-625-5542,38,Female,Middle,Divorced,Bachelor's,High,Mirów,Electronics,170.77,9,Online,2,Low,2,High Return,Credit Card,No Preference,FALSE,04/08/2024,5,1,Medium,Somewhat Sensitive,Low,Smartphone,4,FALSE,Impulsive,1,Very Dissatisfied 
07-966-8728,23,Female,Middle,Married,Master's,High,Franceville,Electronics,63.91,2,Online,4,Medium,0,No Return,Cash,No Preference,FALSE,12/01/2024,1,2,None,Not Sensitive,Medium,Smartphone,12,TRUE,Planned,6,Somewhat Satisfied 
94-408-2581,40,Male,Middle,Married,High School,High,Bordeaux,Clothing,340.55,7,Store,5,High,0,No Return,Credit Card,Express,FALSE,19/11/2024,4,0,Low,Not Sensitive,None,Desktop,1,TRUE,Planned,7,Satisfied 
55-301-9368,34,Male,High,Married,Master's,High,Zamora,Software & Apps,378.14,6,Mixed,2,Low,1,Low Return,PayPal,Standard,FALSE,04/09/2024,2,1,Medium,Very Sensitive,High,Smartphone,7,FALSE,Wants-based,6,Somewhat Satisfied 
72-336-1992,44,Female,Middle,Widowed,Bachelor's,High,Jubaoshan,Toys & Games,235.84,9,Mixed,2,Low,2,High Return,Cash,No Preference,FALSE,03/08/2024,5,0,None,Very Sensitive,None,Desktop,14,FALSE,Planned,3,Dissatisfied 
06-008-2805,32,Male,High,Married,Master's,Middle,Shādegān,Arts & Crafts,164.44,5,Store,1,Low,1,Low Return,Other,No Preference,FALSE,08/04/2024,5,2,Low,Somewhat Sensitive,High,Smartphone,5,FALSE,Impulsive,10,Extremely Satisfied 
77-178-6086,42,Male,Middle,Single,Master's,Middle,Gueltat Zemmour,Sports & Outdoors,455.81,3,Online,3,Medium,1,Low Return,Debit Card,Express,FALSE,21/04/2024,2,1,Low,Somewhat Sensitive,Medium,Smartphone,6,FALSE,Wants-based,6,Somewhat Satisfied 
28-832-2885,22,Male,High,Divorced,Master's,Middle,Mosal’sk,Health Care,298.32,7,Store,5,High,2,High Return,Other,Standard,TRUE,17/06/2024,3,1,Low,Somewhat Sensitive,None,Tablet,12,FALSE,Wants-based,8,Satisfied 
75-210-7391,44,Female,Middle,Married,High School,Middle,Kokstad,Hotels,351.71,7,Store,2,Low,1,Low Return,Other,Standard,TRUE,19/03/2024,2,0,Medium,Very Sensitive,Medium,Tablet,8,FALSE,Need-based,6,Somewhat Satisfied 
60-470-3563,29,Male,Middle,Married,Bachelor's,Middle,Malasin,Toys & Games,393.48,11,Store,2,Low,1,Low Return,Other,Standard,TRUE,13/08/2024,2,0,High,Very Sensitive,None,Tablet,3,TRUE,Need-based,10,Extremely Satisfied 
53-784-1855,19,Female,Middle,Divorced,Master's,High,Loket,Software & Apps,280.2,3,Store,2,Low,2,High Return,Other,No Preference,FALSE,03/12/2024,4,0,Medium,Somewhat Sensitive,None,Desktop,13,FALSE,Need-based,7,Satisfied 
83-561-3374,45,Female,High,Widowed,Master's,Middle,Santa Maria do Souto,Health Supplements,178.04,5,Mixed,1,Low,2,High Return,Credit Card,Express,TRUE,19/09/2024,1,2,None,Somewhat Sensitive,High,Smartphone,11,TRUE,Impulsive,10,Extremely Satisfied 
96-121-0629,38,Male,Middle,Married,Bachelor's,Middle,Yanshang,Packages,347.99,5,Mixed,4,Medium,0,No Return,PayPal,Standard,TRUE,22/03/2024,4,1,Low,Somewhat Sensitive,High,Desktop,6,FALSE,Planned,1,Very Dissatisfied 
00-275-9990,24,Female,Middle,Married,Bachelor's,Middle,Tempuran,Office Supplies,343.81,3,Store,5,High,0,No Return,Credit Card,Standard,FALSE,22/02/2024,3,0,High,Somewhat Sensitive,Medium,Desktop,3,TRUE,Need-based,7,Satisfied 
22-692-3470,46,Female,High,Widowed,High School,High,São Cristóvão,Animal Feed,105.29,7,Store,5,High,0,No Return,Cash,Express,FALSE,25/12/2024,2,0,Low,Very Sensitive,High,Desktop,4,TRUE,Need-based,1,Very Dissatisfied 
90-322-7329,44,Male,High,Widowed,High School,Middle,Buensuseso,Hotels,483.66,3,Online,4,Medium,2,High Return,Other,Standard,FALSE,27/08/2024,1,1,Medium,Not Sensitive,Medium,Desktop,9,FALSE,Impulsive,1,Very Dissatisfied 
28-395-9872,38,Male,High,Married,Master's,Middle,Blantyre,Home Appliances,69.41,8,Mixed,3,Medium,1,Low Return,Cash,Standard,FALSE,28/01/2024,5,0,High,Somewhat Sensitive,High,Tablet,5,FALSE,Wants-based,9,Very Satisfied 
93-649-9356,18,Male,High,Single,Master's,Middle,Cibuah,Health Supplements,454.15,11,Store,1,Low,1,Low Return,Cash,Express,TRUE,08/12/2024,2,1,High,Not Sensitive,High,Smartphone,13,TRUE,Planned,8,Satisfied 
27-543-7069,37,Male,Middle,Divorced,Master's,High,Cockburn Town,Groceries,113.01,11,Store,2,Low,1,Low Return,Credit Card,Express,FALSE,15/05/2024,5,2,Low,Very Sensitive,None,Tablet,4,TRUE,Impulsive,1,Very Dissatisfied 
